DATE,LEDGER,REVENUE,UNITS
3/31/2020,Rear Fenders,118544.79,6369.93
3/31/2020,Forks & Suspension,1016435.12,2432.26
3/31/2020,26 Inch,911.90,9.12
3/31/2020,700C,13956.74,117.91
3/31/2020,Other Rigid Forks,164824.68,400.59
3/31/2020,Suspension Fork,773926.57,1637.14
3/31/2020,Suspension Rear,62815.23,267.50
3/31/2020,Frames,3284300.75,1687.56
3/31/2020,BMX Frames,19410.04,62.26
3/31/2020,Cyclocross/Gravel Frames,273647.38,152.14
3/31/2020,Mountain Frames,1809698.22,825.89
3/31/2020,Road Frames,1181545.11,647.27
3/31/2020,Helmets,41674966.95,1407454.79
3/31/2020,Full Face Helmets,889902.56,12503.37
3/31/2020,Helmet Accessories,23735.18,1210.43
3/31/2020,Regular Helmets,40761329.21,1393740.99
3/31/2020,Lifestyle/Leisure,43189560.63,236736.49
3/31/2020,Comfort Bicycles,11145039.94,40286.19
3/31/2020,Cruiser/Classic Bicycles,32044520.69,196450.30
3/31/2020,Locks,5606822.98,306878.20
3/31/2020,Cable Locks,3241587.94,239272.53
3/31/2020,Lock Accessories,173582.83,6228.66
3/31/2020,U-Locks,2191652.21,61377.01
3/31/2020,Mountain,124150818.73,385503.24
3/31/2020,"Downhill Bicycles-26""",0.00,0.00
3/31/2020,"Downhill Bicycles-27.5""/650B",42346.39,11.45
3/31/2020,"Downhill Bicycles-29""",15621.21,2.79
3/31/2020,"Front Suspension Bicycles-26""",19061310.99,119774.15
3/31/2020,"Front Suspension Bicycles-27.5""/650B",23084142.18,47379.35
3/31/2020,"Front Suspension Bicycles-29""",26328837.12,98805.21
3/31/2020,Front Suspension Bicycles-Not Specified,0.00,0.00
3/31/2020,"Full Suspension Bicycles-26""",9986764.35,71027.93
3/31/2020,"Full Suspension Bicycles-27.5""/650B",12032134.78,11905.24
3/31/2020,"Full Suspension Bicycles-29""",29732064.22,27158.34
3/31/2020,Full Suspension Bicycles-Not Specified,0.00,0.00
3/31/2020,"Single Speed Mountain Bicycles-26""",113521.58,301.39
3/31/2020,"Single Speed Mountain Bicycles-27.5""/650B",72549.18,205.92
3/31/2020,"Single Speed Mountain Bicycles-29""",41814.59,102.96
3/31/2020,"Unsuspended Bicycles-26""",2412464.03,7397.49
3/31/2020,"Unsuspended Bicycles-27.5""/650B",727097.61,906.69
3/31/2020,"Unsuspended Bicycles-29""",500150.50,524.33
3/31/2020,On-Bike Packs,3418219.18,104289.24
3/31/2020,Frame Bags,561978.50,21138.19
3/31/2020,Handlebar Bags,523309.73,22912.00
3/31/2020,Pannier/Rack Packs,1339919.86,20961.09
3/31/2020,Seat/Seat post Bags,993011.09,39277.96
3/31/2020,On-Bike Racks,4211263.67,151859.01
3/31/2020,Bike Baskets,2483612.32,109226.61
3/31/2020,Front Bike Racks,55185.46,972.07
3/31/2020,Front/Rear Rack Sets,820.53,18.24
3/31/2020,Rear Rack Frame,1599286.27,39726.39
3/31/2020,Rear Rack Seatpost,72359.09,1915.70
3/31/2020,Other Bicycles,56589034.56,214547.67
3/31/2020,Folding Bicycles,1606715.77,6074.43
3/31/2020,Other Bicycles,193382.30,118.01
3/31/2020,Recumbent Bicycles,1622800.27,1714.66
3/31/2020,Stationary Bikes,51060580.92,198645.00
3/31/2020,Three Wheeler Bicycles,1992603.69,6390.29
3/31/2020,Unicycles,112951.61,1605.28
3/31/2020,Pedals,7712802.80,196196.50
3/31/2020,MTB Clipless Pedals,1878762.09,25007.33
3/31/2020,Pedals Accessories,1414683.08,66691.61
3/31/2020,Platform Pedals,2576551.67,81160.27
3/31/2020,Road Clipless Pedals,1842805.96,23337.29
3/31/2020,Repairs/Maintenance,8376113.98,767127.67
3/31/2020,Bike Multi Tools,1001864.90,49165.68
3/31/2020,Bike Patch Tool Kits,500226.44,101342.26
3/31/2020,Bike Patch Tools,1356778.80,181487.12
3/31/2020,Bike Shop Tools,1182190.65,67089.73
3/31/2020,Lubes/Cleaners,3422198.00,362135.20
3/31/2020,Workstands,912855.19,5907.68
3/31/2020,Road,45591003.03,34568.23
3/31/2020,Cyclocross/Gravel Bicycles,13538154.97,9050.58
3/31/2020,Sport Performance Road Bicycles,28729847.99,18273.12
3/31/2020,Touring Road Bicycles,714562.01,512.38
3/31/2020,Track/Single Speed Bicycles,1336722.83,6337.78
3/31/2020,Triathlon Bicycles,1271715.23,394.37
3/31/2020,Saddles/Pads,7728861.90,255413.89
3/31/2020,Comfort Saddles,4279616.43,159028.96
3/31/2020,Other Saddles,316932.16,14399.40
3/31/2020,Pads/Covers,843060.37,53013.86
3/31/2020,Performance Saddles,2289252.94,28971.67
3/31/2020,Tandem,481736.46,1041.46
3/31/2020,All Terrain Tandem Bicycles,641.64,2.79
3/31/2020,Comfort/Cross Tandem Bicycles,216001.59,677.15
3/31/2020,Road Tandem Bicycles,265093.23,361.52
3/31/2020,Tires/Tubes,31192086.85,2546419.04
3/31/2020,Other Tubes,1730442.95,279678.96
3/31/2020,Tire 12-24 Inch,1872232.63,107608.14
3/31/2020,Tire 26 Inch,3609176.18,155661.57
3/31/2020,Tire 27 Inch/700C/650C,8436476.65,222399.93
3/31/2020,Tire 27.5 Inch/650B,874728.02,19554.01
3/31/2020,Tire 29 Inch,1487985.79,33381.10
3/31/2020,Tire OTHER,72458.71,4656.91
3/31/2020,Tires/Tubes Accessories,1015982.62,105093.83
3/31/2020,Tube 20 Inch,1868802.78,257116.28
3/31/2020,Tube 24 X,691435.48,93152.49
3/31/2020,Tube 26 X,4620972.69,622266.21
3/31/2020,Tube 27.5/650B,554572.42,67186.71
3/31/2020,Tube 27/700C/650C,3625831.34,486721.42
3/31/2020,Tube 29 X,730988.59,91941.48
3/31/2020,Trailers,1372368.83,11499.23
3/31/2020,Cargo Trailers,326791.48,2265.83
3/31/2020,Trail A Bikes,1045577.35,9233.40
3/31/2020,Trainers/Rollers,15139528.93,56147.66
3/31/2020,Trainers/Rollers,13409072.19,29263.63
3/31/2020,Trainers/Rollers Accessories,1730456.74,26884.03
3/31/2020,Transit/Fitness,65403102.16,150709.80
3/31/2020,Commuter/Town Bicycles,5048037.06,19146.81
3/31/2020,Cross/Hybrid Bicycles,60355065.10,131562.99
3/31/2020,Water Bottle Cages,4028434.38,302479.22
3/31/2020,Water Bottle Cages,4028434.38,302479.22
3/31/2020,Wheel Parts,1165091.50,172608.07
3/31/2020,26 Inch Rims,20984.08,243.76
3/31/2020,27 Inch Rims,1591.68,23.76
3/31/2020,27.5 Inch/ 650B Rims,24226.02,173.75
3/31/2020,29 Inch Rims,63977.19,355.34
3/31/2020,650C Rims,1203.84,15.84
3/31/2020,700C Rims,64496.68,654.94
3/31/2020,Hubs,274452.61,1829.82
3/31/2020,Other Rims,25253.65,124.20
3/31/2020,Other Wheel Parts,463018.36,59373.51
3/31/2020,Skewers,85825.34,6243.50
3/31/2020,Spokes,140062.05,103569.65
3/31/2020,Wheels,5794290.28,27682.46
3/31/2020,<=24 inch Front Wheels,13541.67,279.97
3/31/2020,<=24 inch Rear Wheels,14163.06,231.22
3/31/2020,<=24 inch Wheel Sets,64354.86,2273.06
3/31/2020,26 inch Front Wheels,50244.42,961.28
3/31/2020,26 inch Rear Wheels,74081.05,1255.20
3/31/2020,26 inch Wheel Sets,241947.13,3845.31
3/31/2020,27 inch/ 700C/ 650C Front Wheels,707684.94,2276.25
3/31/2020,27 inch/ 700C/ 650C Rear Wheels,980681.27,2901.20
3/31/2020,27 inch/ 700C/ 650C Wheel Sets,2023170.62,8241.21
3/31/2020,27.5 inch/ 650B Front Wheels,32334.91,149.70
3/31/2020,27.5 inch/ 650B Rear Wheels,64462.57,384.13
3/31/2020,27.5 inch/ 650B Wheel Sets,303190.55,847.93
3/31/2020,29 inch Front Wheels,99692.68,643.27
3/31/2020,29 inch Rear Wheels,179444.05,881.69
3/31/2020,29 inch Wheel Sets,911398.78,2065.00
3/31/2020,Other Front Wheels,2635.29,8.37
3/31/2020,Other Rear Wheels,2314.86,5.58
3/31/2020,Other Wheel Sets,28947.57,432.09
3/31/2020,Grand Total,732674214.66,12395219.22
4/30/2020,Bike Footwear,11896150.78,103992.77
4/30/2020,Bike Sandals,38682.56,369.46
4/30/2020,Mountain Shoes,5454586.17,50364.90
4/30/2020,Other Bike Shoes,61206.62,692.42
4/30/2020,Road Shoes,6341675.43,52565.99
4/30/2020,Bike Gloves,2676444.30,114818.96
4/30/2020,Bike Glove Liners,2827.16,177.58
4/30/2020,Fingerless Bike Gloves,1652552.88,76840.78
4/30/2020,Full Finger Bike Gloves,1021064.26,37800.60
4/30/2020,Bike Lights,8969135.99,402649.29
4/30/2020,Bike Headlights,1956867.48,55348.39
4/30/2020,Bike Light Accessories,45415.25,3673.40
4/30/2020,Bike Light Sets,3843883.08,143147.57
4/30/2020,Bike Taillights,1522271.14,54091.41
4/30/2020,Other Bike Lights,1600699.04,146388.52
4/30/2020,Bike Pumps,14203775.74,830370.66
4/30/2020,C02 Frame Pumps,456351.91,24028.19
4/30/2020,Floor Pumps,10607615.49,515075.01
4/30/2020,Manual Frame Pumps,2139108.20,129112.74
4/30/2020,Pump Accessories,735465.54,156115.47
4/30/2020,Shock Pumps,265234.60,6039.25
4/30/2020,Bike Rentals,1109473.50,5540.71
4/30/2020,Bike Rentals,1109473.50,5540.71
4/30/2020,Bike Service/Repairs,32788798.90,1501997.69
4/30/2020,Bike Service/Repairs,32788798.90,1501997.69
4/30/2020,BMX,36553032.87,323897.61
4/30/2020,BMX/Race Bicycles,11784902.20,116615.96
4/30/2020,Freestyle Bicycles,24768130.67,207281.65
4/30/2020,Childrens,155430980.51,1518148.43
4/30/2020,12 inch Bicycles,19670225.20,281873.89
4/30/2020,14 inch Bicycles,1842773.85,14673.19
4/30/2020,16 inch Bicycles,31575930.41,371893.87
4/30/2020,18 inch Bicycles,19735391.24,222337.22
4/30/2020,20 inch Bicycles,36975256.81,334607.53
4/30/2020,24 inch Bicycles,44544065.17,281986.84
4/30/2020,Balance Bikes,834859.42,7887.51
4/30/2020,Tricycles,252478.41,2888.38
4/30/2020,Components,27488771.27,1231791.10
4/30/2020,Bar Ends,86615.63,5056.33
4/30/2020,Bottom Brackets,599974.69,22537.37
4/30/2020,Brake and Shifting Cables,1556782.17,300071.02
4/30/2020,Brake Parts - Disks,778686.81,18677.48
4/30/2020,Brake Parts - Levers,211917.67,6960.36
4/30/2020,Brake Parts - Other,306825.99,27717.10
4/30/2020,Brake Parts - Pads,1946658.32,145777.08
4/30/2020,Brake Parts - Rims,84724.33,1220.49
4/30/2020,Brakes - Disk - Hydraulic,268880.86,2275.01
4/30/2020,Brakes - Disk - Hydraulic Sets,596677.40,6459.56
4/30/2020,Brakes - Disk - Mechanical,107128.32,2119.72
4/30/2020,Brakes - Disk - Mechanical Sets,382.63,10.28
4/30/2020,Brakes - Rim Sets,15674.92,464.15
4/30/2020,Brakes - Rims,116696.17,4670.00
4/30/2020,Cassettes/Freewheels,2726988.23,45702.92
4/30/2020,Chainrings,544197.08,10094.16
4/30/2020,Chains,3752897.35,178233.58
4/30/2020,Component Groups,489217.73,780.04
4/30/2020,Cranksets,1136912.69,8108.50
4/30/2020,Front Derailleurs,274926.33,4828.63
4/30/2020,Handlebar Grips,1803878.86,128518.81
4/30/2020,Handlebar Tape,940549.31,43043.41
4/30/2020,Handlebars,868105.29,13200.61
4/30/2020,Headsets,181536.41,4895.46
4/30/2020,Other Component Parts,3736997.82,176208.79
4/30/2020,Rear Derailleurs,1269410.97,24133.29
4/30/2020,Seatposts,1492591.59,16173.88
4/30/2020,Shift/Brake Combo,410893.72,5360.37
4/30/2020,Shifters,525830.92,15273.64
4/30/2020,Stems,656211.06,13219.06
4/30/2020,Electric Bicycles,39235134.98,20802.57
4/30/2020,Electric Bicycles,39235134.98,20802.57
4/30/2020,Electronics,7971686.55,99539.34
4/30/2020,Cyclo-Computers,5158083.06,39697.09
4/30/2020,Electronic Accessories,2203880.72,58763.52
